post_shortcode,commenter_username,comment_text,comment_likes 
DH8oOZEMz6w,tyler.the.neighborhood.tree,The best ad for a steam deck I've seen,1
DH8oOZEMz6w,patrykkohh,DROP THE PRICES :face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth:,1
DH8oOZEMz6w,sagitarioeliezer,What are the color variants? Just black,0
DH8oOZEMz6w,ajyusufabduljabbar,Are there going to be better looking joycons in the future? Those joycons look boring.,0
DH8oOZEMz6w,cabeghrisco,"We fixed the joy con drift, right?",0
DH8oOZEMz6w,its_shanetheroux57,Why is it so crazy expensive for a handheld,0
DH8oOZEMz6w,fuckn_elio,"I was all for the switch 2, until I just seen your prices for game. Lol nah I'm all set. My love for Nintendo can die with the current switch. I'll never pay that much.",0
DH8oOZEMz6w,xokillua,I pray for Nintendo’s downfall,0
DH8oOZEMz6w,timconemusic,1080p still?,0
DH8oOZEMz6w,ebersl,,0
DH8oOZEMz6w,im_jrmy_d_,Do we have to guess the price ?,0
DH8oOZEMz6w,miquilena_jesus,"No lo necesito, lo quiero :raising_hands:",0
DH8oOZEMz6w,aary_yuki,,0
DH8oOZEMz6w,albertomei75,Everything is too expansive  Console & gamess. Form me is a big NO. I'm so so sorry.,0
DH8oOZEMz6w,aary_yuki,I need it!!!! I NEED IT!!!!!!!!:fire::fire::fire:,0
DH8oOZEMz6w,aj.andi08,CHAT WE WON!!!,0
DH8oOZEMz6w,roobsicle,Let me guess... 90$ for one game??,0
DH8oOZEMz6w,dtb.dmp,Meh,0
DH8oOZEMz6w,brendan_pang_,Paying $629.99 in Canadian dollars (before tax) is absolutely ludicrous. It's criminal. The selection of first party games at launch is also abysmal. I will definitely be waiting and happily wait more than a year for me to consider buying a Switch 2.,0
DH8oOZEMz6w,kitscozycorner,Waiting for better exclusive games before I drop that kind of money. I am hoping for a new animal crossing,0
DH8oOZEMz6w,zo_ziggy_,"Really wanted to buy this because I have only had a switch lite for the last 5 years. But the costs are absolutely insane. You know people will buy it just because it’s Nintendo but charging $80 for a game that’s not even physical is RIDICULOUS. it’s clear all you care about is money. At least the 3DS the best system in my opinion had a camera, free online, street pass, etc. the switch is a joke.",2
DH8oOZEMz6w,doporto06,This shouldn’t be a new console but a revision. Like the 2Ds was for the 3Ds,0
DH8oOZEMz6w,luiis741_,"It is unacceptable that games cost €90, that in some cases you don't even get the game itself, but rather a key to validate that you have bought the game and download it when you bought it physically, and that you use so many anti-consumer practices at the same time.",0
DH8oOZEMz6w,bflv,You forgot Trump and the tax. The price will be not the same now.,0
DH8oOZEMz6w,kwadwoay,LCD??? Where’s the OLED??,0
DH8oOZEMz6w,khrome.at.play,Not getting this unless there’s a new Animal Crossing or Golden Sun for it. Just letting you know! :beaming_face_with_smiling_eyes:,0
DH8oOZEMz6w,lenny.zavala,Finally!,0
DH8oOZEMz6w,kevinluthfi,:fire::fire::fire:,0
DH8oOZEMz6w,fonzquin_26,Hope where getting plenty remastered games from this Nintendo Switch 2 :raising_hands:,0
DH8oOZEMz6w,ronnyroice,I guess the price is ok for the switch 2 the problem I’m having is that they charging for upgrading to a game you have and that the new games will be $90. I understand the exclusivity which we all appreciate but to literally up the price that high is kinda wicked.,0
DH8oOZEMz6w,_scottha,LCD? What the heck man,0
DH8oOZEMz6w,the_corn_is_calling,Games not actually being contained on their physical cartridge is INSANE AND STUPID,0
DH8oOZEMz6w,bryant_innes,How about you quit treating us like trash consumers and give us quality product for a fair price… I’ll invest my money elsewhere greedy tw@s,0
DH8oOZEMz6w,shinobi0551,Why the games so expensive :weary_face::loudly_crying_face:,0
DH8oOZEMz6w,evadooker,"hopefully its not as much of a POS as the first switch, my controllers started drifting in a month then the battery and screen died",0
DH8oOZEMz6w,theewhitey,$90 physical copy games is absolutely highway robbery.,0
DH8oOZEMz6w,vs_revenge,Man can we use the whole screen. And not use the black outliner,0
DH8oOZEMz6w,mikhailo_miki,"The prices are outrageous, whether it's for the games, but 470 euros for a console whose power is outdated ? The screen isn't even OLED, you bunch of capitalist bag of s**ts.",0
DH8oOZEMz6w,gunther_822,Yall are gonna flop big. 450 for a handheld.,0
DH8oOZEMz6w,the_only_ritchie,So kinda like the Nintendo 2ds with the game card,0
DH8oOZEMz6w,the_writetime,"Will there be a Switch 2 lite? If so, will I be able to play @hogwartslegacy on it, @nintendoamerica?",0
DH8oOZEMz6w,____alan.rage,En México 5? Abril,0
DH8oOZEMz6w,c7.evan,ds/3ds were better,0
DH8oOZEMz6w,april_blande06,"Wii -> nintendo switch
Wii U -> nintendo switch 2
:broken_heart::broken_heart:",0
DH8oOZEMz6w,jonahlopez__,They fixing the drift?,0
DH8oOZEMz6w,samanthasbeautyofficial,Can I put my og switch on the new dock by chance?,0
DH8oOZEMz6w,paulanthony_jm_official,Nice intro :OK_hand: waht the price that's the next big question :thinking_face:,0
DH8oOZEMz6w,lilbobafett,"Where's the price, @nintendoamerica?",0
DH8oOZEMz6w,boyxold80,Price out of mind. 509 eur in Europe and 49000 yen for japanese console,0
DH8oOZEMz6w,boyxold80,You deserve banktupt,0
DH8oOZEMz6w,arkeofnoah,Can you preorder it?,0
DH8oOZEMz6w,alexismwalter,"Upgrading games through payment is dumb, could they not have made an update that you download, and insert the switch 1 game and the switch 2 would naturally enhance textures, frame rates and all that because it's a stronger console? This company needs to learn fr.",0
DH8oOZEMz6w,jayfedick,We are not buying this :folded_hands_medium-light_skin_tone:,0
DH8oOZEMz6w,deh_marchesin,"Please revive Star Fox!!!
I love it SW2!",0
DH8oOZEMz6w,jojomckillopofficial,i wanttttt:loudly_crying_face:,0
DH8oOZEMz6w,raymondrjstanford,,0
DH8oOZEMz6w,m.brummer,#Nintendo add trophies to your games please,0
DH8oOZEMz6w,frainteso88,No OLED screen for 699 in 2025 lmfao Nintendo loves making sub par shit that never goes on sale,0
DH8oOZEMz6w,zer0pika,Pls new Zelda game pls,0
DH8oOZEMz6w,empiretoyshop,Still with the most uncomfortable controllers on any console. Painfully unusable for large hands. Thanks for the carpel tunnel syndrome,0
DH8oOZEMz6w,900yearsoftimeandspace,"Nintendo is turning their back on the people that have supported them over Sony and Microsoft for decades. The DS, the Wii, and the Switch were the people’s console, and the family’s console, but charging $80 for games, especially for multiplayer games that will require $80-$90 per set of joy cons or pro controller, is alienating the already-struggling player base that is happy to leave you behind for Steam, emulation, or new hobbies altogether.",391
DH8oOZEMz6w,thegamergirlie,Was really hoping for a new animal crossing….,24
DH8oOZEMz6w,hip.hip.horhay,ずっと聴衆の声に耳を傾けていたことを明確に示してくださったことに感謝します。アメリカから愛と感謝を送ります,0
DH8oOZEMz6w,aleexiis3,@sofiaguzmanmz,0
DH8oOZEMz6w,v__ccruzz,:wastebasket:,0
DH8oOZEMz6w,eyesun_sh,@arash_asd,0
DH8oOZEMz6w,jose__p.19,:smiling_face_with_heart-eyes::red_heart:,1
DH8oOZEMz6w,tjisgood,@son_1111__  나옴 튜,0
DH8oOZEMz6w,davidgiusseppifiorani,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DH8oOZEMz6w,tr4sh.boat,80$ for Mario kart 8.5 is actually insane. It’s a kart racer not gta 6,2
DH8oOZEMz6w,kaisashimi,,2
DH8oOZEMz6w,jeffrey_golfpr,Can’t wait,0
DH8oOZEMz6w,jeffrey_golfpr,Now I need a new 3D Mario game please :loudly_crying_face:,0
DH8oOZEMz6w,makingthemcry,450$ for a Console way weaker than the PS5 even though the power doesn’t come close?! And 90$ for Physical Games?! Everyone boycott this console until the prices goes down!!!,105
DH8oOZEMz6w,5.__42,Is there a preorder day?,0
DH8oOZEMz6w,ismiistiqamah,@fauzyunuss,0
DH8oOZEMz6w,tjisgood,@son_1111__  사야겟다 6월에,0
DH8oOZEMz6w,nelson_abel98,The price of the games is very expensive,2
DH8oOZEMz6w,richarddns_,@alisyifaa bismillah:folded_hands_light_skin_tone:,0
DH8oOZEMz6w,urieldg,To expensive!!! :face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear:,0
DH8oOZEMz6w,spookyfries648,Yeah I ain’t paying 90 bucks for a game,0
DH8oOZEMz6w,ronnin_x2,I can’t imagine sales going well except for die hard nintendo fans $80-$90 a game is not a appealing price at all,1
DH8oOZEMz6w,gojolvr4eva,what’s the difference tho,0
DH8oOZEMz6w,condemnedxtattoos,Bit redoculous to charge $120 for games that are technically inferior to series X or PS5,0
DH8oOZEMz6w,brettmorrow31,Booooooooooo,0
DH8oOZEMz6w,roberto_arcidiacono,80$/90€ for a physical game is crazy... really disappointing,7
DH8oOZEMz6w,tigger_22814,First new console announcement I am disappointed for. Won’t be getting it. Nothing new that I find interesting especially at that price. Then you want me to pay 80 for digital and 90 for physical games? I get that inflation is high right now but that price jump just seams outrageous. I’m good with my Switch. I will wait 4 years until it’s on a good sale and I can get used games.,14
DH8oOZEMz6w,insomniac_with_a_monster,Is there going to be a new animal crossing???,0
DH8oOZEMz6w,katia__alexsandrova,So the retro controllers that you sold are they going to work with it? What about the older games where you have the membership to play?,0
DH8oOZEMz6w,c.d.bones,"I know people are unhappy about the prices, but Nintendo’s new game-sharing system does offset things quite a bit",0
DH8oOZEMz6w,_4ironblocks1jackolanturn,Imagine if it was called the Super Nintendo switch,0
DH8oOZEMz6w,ness_acg,I’m not following. Same features as the existing one? What’s the catch?? There is literally no incentive for getting it.,0
DH8oOZEMz6w,the_canadian_otaku8,Are the games compatible with the first switch?,0
DH8oOZEMz6w,pjmartin__,Greedy flop,0
DH8oOZEMz6w,alekzis,"Looks like a Pro Pro Vers of Oled, but i’ll take it anyway.",0
DH8oOZEMz6w,mitchchuri,Why is everyone SO ANGRY,0
DH8oOZEMz6w,jm_27888,Hope you fixed your shitty joysticks,0
DH8oOZEMz6w,ryeluvzmickey,This is buns,0
DH8oOZEMz6w,_mjjjjjmj,Lower your prices,0
DH8oOZEMz6w,sx85_payton,Fortnite kids on switch boutta go crazy on 120 frames:crying_face:,0
DH8oOZEMz6w,whenkelseydraws,$80-90 price point for a game is insane!!!! disappointing because i wanted this but now i don’t think ill purchase :loudly_crying_face:,7
DH8oOZEMz6w,momentsbynic,"Y’all can thank Trump for the price points in the US. In Japan, the console is equivalent to $334. China, Japan, and South Korea have teamed up to respond to Trump’s tariffs.",0
DH8oOZEMz6w,reimihara21,I’m glad they made this backwards compatible at least. In terms of price I think I’ll stick to my OLED and play wind waker and twilight princess on my Wii U instead.,0
DH8oOZEMz6w,luis_f.lante666,Te la rifaste nintendo,0
DH8oOZEMz6w,crazyface822,@nintendoamerica  thank you for making preorder so exclusive! i really appreciate this.... when the switch 1 came out it took me almost 2.5 years to get my hands on switch 1 :tired_face::tired_face: .... this method you have for switch 2.... #chefskiss:face_blowing_a_kiss:,0
DH8oOZEMz6w,michellee.rose,ITS THE SAME AS THE LAST SWITCH:face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes:,0
DH8oOZEMz6w,deamacper,Animal Crossing???????? :crying_face:,0
DH8oOZEMz6w,luvchere,Ok but how much is it :loudly_crying_face:,0
DH8oOZEMz6w,diet_pepsi._,so the exact same as the first one?,0
DH8oOZEMz6w,johndw502,@nintendoamerica in this economy y’all are wild if you think the average customers are paying those game prices when you can get PlayStation and Xbox games for a fraction of the cost. Do better Nintendo and that’s coming from someone who has played since the 80’s. You guys forget nobody bought the WiiU. Don’t repeat that and slap your customers in the face after putting you back on top.,0
DH8oOZEMz6w,j3r3my_14207,Pls add the night light to this pls so we don’t go blind,0
DH8oOZEMz6w,onion_bagel_811,Will Metroid Dread be playable on Switch 2 AND will Metroid Prime 4 be a launch game?,0
DH8oOZEMz6w,iliv3y.s1b,1080 p .. woow finally -.-,0
DH8oOZEMz6w,noelleaxolotl,Can’t wait for it to get 3ds’d,0
DH8oOZEMz6w,corruptedabyss,So mega mushroom confirmed in the new trailer,0
DH8oOZEMz6w,sacred.jungle,Very underwhelming..should’ve just called this switch remastered,0
DH8oOZEMz6w,flying_buffalo0166,I honestly don't mind the pricing. I've had a Switch since day one and only own about 10 games for it physically. I play Playstation and PC too so not all of my gaming is done there. If the games are great and justify that price then I'm OK with it. With Mario Kart world releasing on day one it will likely be another 7+ years before we get another one. Is it really so wrong to chare that considering many buy the newest EA Sports game or Call of Duty year after year for $60 a pop? Not to mention too that if they take a similar approach as they did with 8 Deluxe and include DLC with the price of Nintendo Switch Online (which you undoubtedly have if you play Mario Kart) then that extends the life of the game at no additional cost aside from a slightly pricier initial payment.,0
DH8oOZEMz6w,eunita84,All this games and no animal crossing! :loudly_crying_face:,0
DH8oOZEMz6w,jiahsisco,Is a steam deck $550? Why the hate?,0
DH8oOZEMz6w,7sainm97,For 80 and 90 dollar is insane no thank you,0
DH8oOZEMz6w,kirbo_007,"So many haters, if you don't like it, then don't buy it and stop complaining",0
DH8oOZEMz6w,anggahudayana,release the oled version immediately,0
DH8oOZEMz6w,jordyn_hardyman,lower the price,0
DH8oOZEMz6w,drey.choq,@marovazenios,0
DH8oOZEMz6w,imamnh13,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DH8oOZEMz6w,moutinho_25,LCD screen? Bro...,0
DH8oOZEMz6w,brandonat5,Those prices suck. There's so much more value with the other consoles.,0
DH8oOZEMz6w,gulali.koma,Kalau di Indonesia berapa ya? Harga perkiraan.,0
DH8oOZEMz6w,lanpie_,price?,0
DH8oOZEMz6w,anand_illustrates,"I've had every main Nintendo console since I was kid. NES all the way to the current Switch. After learning about these prices points on the Switch 2, I am, for the first time in my 40+ year old life, not excited to purchase the next iteration of Nintendo gaming console. @nintendoamerica come on, do better.",0
DH8oOZEMz6w,technolust69,The specs are crap and the price is abysmal!,0
DH8oOZEMz6w,g_lo_euph,"NOPE. $449 for the console is meh. But pricing for Switch 2 games is ABSURD. You’re going to burn all of the good will that you have with your fan base. Your games might sell out when the console launches because of die hard fans and scalpers, but after a few months later sales will tank. You guys just look like another greedy company that sniffs their own farts. This is how you alienate life long fans.",43
DH8oOZEMz6w,fox__verse,90 bucks for physical copy games LOL crazy,0
DH8oOZEMz6w,chuy_juguete,"Bro, actually think we can use it everywhere like can we use it in an airplane or something? I don’t know card the void space",0
DH8oOZEMz6w,8hachi8_games,白が出たらアツい！,0
DH8oOZEMz6w,newbiegamerstore,,0
DH8oOZEMz6w,rando_mshit135,Just show me a different color than dark grey and I'll buy it,0
DH8oOZEMz6w,rancidanxiety,Gonna Tomodachi Life So HARD (⁠ノ⁠ಠ⁠益⁠ಠ⁠)⁠ノ:red_heart:,0
DH8oOZEMz6w,josho__2458,,0
DH8oOZEMz6w,ernestwibowo,,0
DH8oOZEMz6w,shaynemacaisa,@ryanmaranan,0
DH8oOZEMz6w,e_diaz._,Lower the price for digital over physical,2
DH8oOZEMz6w,gabagool984,1080p screen lmao,0
DH8oOZEMz6w,josho__2458,,0
DH8oOZEMz6w,chillthegodson,the best system in the world,0
DH8oOZEMz6w,addison.church_,80$-90$ for your games is outrageous. You should be ashamed,0
DH8oOZEMz6w,libb.2000,Your prices are generally disgusting. Wtf is wrong with you,0
DH8oOZEMz6w,santiago.adz,Trash,0
DH8oOZEMz6w,prof.narsissus,Is joy-con drift fixed???,0
DH8oOZEMz6w,braydenm76,"Sorry, but y'all are becoming closer and closer to having a reputation like Ubisoft or EA. Just an out of touch, geriatric, garbage company.",0
DH8oOZEMz6w,joe.ru,"The price of games isn’t correct strategy, please think about this.",0
DH8oOZEMz6w,gawkers12,Why is the Switch 2 demo a paid digital game and not a pack-in title or at least free on the eShop,0
DH8oOZEMz6w,thefckingolfshoes,Paying for old games to run with improved graphics and frame rates on a new console? Hard pass guys. Even with GameCube that can’t save you now,0
DH8oOZEMz6w,raginsoulo,Too expensive for some freakin games man!!,0
DH8oOZEMz6w,chris_kyl2022,I need one now!,0
DH8oOZEMz6w,dallas_snell,Welp…no switch 2 for me :face_with_tears_of_joy:,0
DH8oOZEMz6w,lealovespokemon,"I hope it will also be the other color, like the Switch Lite.",1
DH8oOZEMz6w,http.mechanicalman,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DH8oOZEMz6w,http.mechanicalman,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DH8oOZEMz6w,hazmiartgram6002,"Please add Brothership and Ultimate Ninja Storm Connection again,Genshin Impact,and Sparking Zero:folded_hands_light_skin_tone:",0
DH8oOZEMz6w,ladymeryacosplay,"Yeah nah, I've been a loyal Nintendo fan since I was a kid but I can't support those prices. I won't be buying it.",0
DH8oOZEMz6w,nisangguven,i hate the color of the console,0
DH8oOZEMz6w,fasthorizon_,"So no OLED, and overpriced games.. yeah no thanks",0
DH8oOZEMz6w,andikaalramadhan,Aah no OLED DISPLAY :loudly_crying_face:,0
DH8oOZEMz6w,kaiki_m_t,80 :heavy_dollar_sign: e doidera,0
DH8oOZEMz6w,calvin.grant28,"Mouse controls, eh? You know what? That counts! That, alongside the PS5-esque gimmicks, DOES indeed counts as an innovation! Barely! I’ll give you that.",0
DH8oOZEMz6w,henryhu_2000,What a piece of :pile_of_poo:,1
DH8oOZEMz6w,obedrim,"Im buying the console for 400$ but 450$ its kinda expensive, but Im NOT paying 90$ for Mario Kart, no online suscription btw",0
DH8oOZEMz6w,pixis189,:tomato::tomato:,0
DH8oOZEMz6w,___mosthated147,Still 30 fps???,0
DH8oOZEMz6w,cowntsikin,I wish they altered the click sound a bit since this is now a new console.,0
DH8oOZEMz6w,nederlandduits,@nintendoamerica Im a real fan of Nintendo- but this is too much.  Im ok with the konsole price- but never ever will i pay this much for a game 90 is way too much.....,0
DH8oOZEMz6w,fabmgvr,You had a very easy layup. Instead you went for the worst launch ever. Call it Wii U 2.,0
DH8oOZEMz6w,chris.mcrty,Greedy,1
DH8oOZEMz6w,its.notchriss,,0
DH8oOZEMz6w,badass_bassist6789,dont care wheres switch lite 2,0
DH8oOZEMz6w,iced.fucking.coffee,The day before my birthday :smiling_face_with_heart-eyes: I know what im buying myself this year,0
DH8oOZEMz6w,sergio.dmx,What a scam,0
DH8oOZEMz6w,whykacey,we can transfer games between the switch 1 and switch 2 right?,0
DH8oOZEMz6w,adrian.castellanos.fdv,"Os habéis cargado el cariño y el respeto que os habíais ganado con switch 1... Una pena muy grande.... Ojalá rectifiquéis, rectificar es de sabios....",0
DH8oOZEMz6w,ramiz.json,"If it has 8x storage, does that mean the price is 8x higher, or am I just 8x more broke now?",0
DH8oOZEMz6w,wherearetheavocadees,@xxrubyllll1nn on my birthday :partying_face:,0
DH8oOZEMz6w,cjv320,Insane you showed 3 seconds of silksong footage with a release window like it's no big deal,0
DH8oOZEMz6w,thundertats,What you mean I can't buy switch 2 with my ebt?,0
DH8oOZEMz6w,wulf898,This was great until the price dropped :upside-down_face:. Looks like a hard pass on this generation.,0
DH8oOZEMz6w,balam3687,:red_heart:,0
DH8oOZEMz6w,samilugo2606,What the heck with the games price??,0
DH8oOZEMz6w,themisfer,,0
DH8oOZEMz6w,herrerajr915,I demand a Odyssey 2,0
DH8oOZEMz6w,fachri_fadillh,Ppp0ppppppppp,0
DH8oOZEMz6w,bigbung0,"I'm not interested in buying overpriced games, that I don't actually own just have permission to download and play, or if I do buy it physically I STILL have to download it AND PAY EXTRA FOR IT! What a greedy corporation, did you not make a ton of money off of the original switch. You guys have a whole theme park and still have to inflate prices to make a profit? Come on. I think I'll skip on this.",0
DH8oOZEMz6w,novathamizukage,"scalpers , sit this one out.",0
DH8oOZEMz6w,skamakazi,The projected game pricing is so greedy and disrespectful to your loyal customers.,0
DH8oOZEMz6w,ischmittmyself,If the games are 80-90$… I’ll live vicariously:melting_face:,0
DH8oOZEMz6w,skyrim_crossing,Yeah no. Physical games cost more but it's just a key to download the game? Yall have sunk LOW,0
DH8oOZEMz6w,mrjedynak,Wow! Who was in charge of this complete blunder. :face_with_tears_of_joy: Seppuku has entered the chat at Nintendo HQ!,0
DH8oOZEMz6w,windham.ww,$90 can buy me three tanks of gas btw,0
DH8oOZEMz6w,penel0pezzz,BRING BACK NINTENDO LAND PLEASEEEEE:loudly_crying_face::folded_hands::folded_hands::folded_hands::folded_hands:,0
DH8oOZEMz6w,om_giigo,Cant wait to buy :smiling_face_with_heart-eyes:,6
DH8oOZEMz6w,dalienhoek,,0
DH8oOZEMz6w,spector.jake,Nintendo just Wii U’d themselves with those games price tags,0
DH8oOZEMz6w,goph5485,$80 for a game. Shame on you @nintendoamerica,0
DH8oOZEMz6w,adriana_torin,Can I play games from the nintendo switch 2 to the nintendo switch oled ?,0
DH8oOZEMz6w,foreveraotaku,$90 for Mario Kart is insane,0
DH8oOZEMz6w,kimothy.kat,"Instead of having us play all BOTW and TOTK again, would have been nice for the TOTK upgrade with a  TOTK DLC. I don’t have another 300hrs/game in me. :face_with_tears_of_joy: I know there’s Hyrule warriors BUT. I hope in the next LOZ, the game recognizes you beat the final boss and plays like it once you finished the quest, like Hogwarts Legacy. It would be so much more satisfying. Anyone agree?",0
DH8oOZEMz6w,ujelly12,"It's Just The OLED Model but More Round and Everything Else is Still The Same, I'm Not Buying this Console, I'll Stick to My 2DS XL (And My Switch Lite If I Feel Like It) I'm Also Not Paying This Ridiculous Amount Of $$$ For Game's As Well",1
DH8oOZEMz6w,e.s.t2001,Bro what 449$ console and 90$ for Mario Kart is TERRIBLE,5
DH8oOZEMz6w,justjustjared,Why does the new switch look like a Chinese knockoff to the original switch lol,0
DH8oOZEMz6w,jukeboxjuliana,"Yeah, ya’ll buggin’, please listen to the people",0
DH8oOZEMz6w,billy.mf.yant_,I was excited... Now I can be because of the way they're handling this. 90 dollars for physical but it's not even the game? Just a box and a code? That's nuts.,7
DH8oOZEMz6w,fms_streak,"For $90, all physical games better come with a steel book case, a 20+ page booklet in COLOR, and a full size double sided poster.",0
DH8oOZEMz6w,deadrojas,"Need a DS version of the switch now, cause I’m tired of carrying a bag with my switch around",0
DH8oOZEMz6w,captain.kierk,I ain’t buying this if the games cost $90 Nintendo.,5
DH8oOZEMz6w,loveandlightwithalesha,But can we get it in pink? Lol,3
DH8oOZEMz6w,grason_jant,STILL NO BLUETOOTH CONNECTIVITY!?,0
DH8oOZEMz6w,shyjones33,$90 for MARIO KART?? Now you know GTA6 going to be up there in price as well.,0
DH8oOZEMz6w,tash_oliviaa,mic that can only be used for one thing that you have to pay for. and also you have to pay for a camera if you want it to even have the basic functionality of discord lol,0
DH8oOZEMz6w,keepgamingofficial,Definitely picking it:fire::star-struck::raising_hands_medium-light_skin_tone:,0
DH8oOZEMz6w,franciscovoeller,,0
DH8oOZEMz6w,mikaylap10_,Please just give us a stylus like the ds’s had:pensive_face:,0
DH8oOZEMz6w,ethan.mg00,Y’all mentally challenged thinking we gonna be alright with $90 games. I ain’t buying the Switch 2 f that,6
DH8oOZEMz6w,mattpatt2001,All the excitement immediately gone realizing PHYSICAL GAMES aren't actually gonna be physically and all of it is OVER PRICED....... thank you nintendo for your absolute greed,5
DH8oOZEMz6w,taylormaney444,okay so….. all things that should’ve been included in the original switch?,0
DH8oOZEMz6w,kingdillon124,Omg I’m so ready,0
DH8oOZEMz6w,midnight.0812,Is there gonna be a switch 2 oled?,0
DH8oOZEMz6w,light_dark.sol,$90 nintendo??? Really?? In this economy??:skull::raised_back_of_hand_medium_skin_tone:,0
DH8oOZEMz6w,lingiune,The pricing for the games are outrageous,0
DH8oOZEMz6w,bortez_catez,"What @nintendoamerica should really think about it is giving the option for customers to trade it their OG switches, lites, accessories, and such for cash back for the new switch items and content. Are people supposed to chuck there's away or let them collect dust while dropping $500- $1000 dollars for a new console.",0
DH8oOZEMz6w,halfshavenpotato,why 80 dollars for a game.,0
DH8oOZEMz6w,infamouw,Nintendo Switch 2 death？lol,3
DH8oOZEMz6w,nakas_ee,,0
DH8oOZEMz6w,aussie_adri,What a rip off,0
DH8oOZEMz6w,187ninja,90$???? Nah,4
DH8oOZEMz6w,kilobeastgaming,Gotta be the greediest game company out there,0
DH8oOZEMz6w,salthegodfather,Remember everyone we are paying more for everything with tariffs thanks to the greatest convict felon president we have ever had i mean the only,0
DH8oOZEMz6w,salthegodfather,Just make the pre orders fair for everyone,0
DH8oOZEMz6w,darkmoonxhampterx,All the cry babies in the comments lol,0
DH8oOZEMz6w,kingconnorking,"80-90$ for a f-ing game, have ya'll lost you're absolute minds????????",60
DH8oOZEMz6w,santoso_rizky.c,Manifesting one day I can buy a Nintendo Switch 2.,0
DH8oOZEMz6w,mamed89,Pas jasopan @cndrasetiawan gass,0
DH8oOZEMz6w,quintgen,Take all my money,1
DH8oOZEMz6w,tazkiashbyr,AAAAAAAAAAAKKKKKK,0
DH8oOZEMz6w,cashmny_,Love how Nintendo gotta explain what FPS is,0
DH8oOZEMz6w,klar_50,,2
DH8oOZEMz6w,antoniojp_14,NOT buying this console,0
DH8oOZEMz6w,puhvel,we will purchasing.... when the OLED version inevitably comes out,0
DH8oOZEMz6w,tfurstman,"$90 games sounds like a scam to me because games were never this expensive and unaffordable before. Hope for some deals, Nintendo because this ain’t it. Lower your prices! Excited for the console tho.",2
DH8oOZEMz6w,frencas,Toca emular los juegos :fire::smiling_face_with_sunglasses::fire:,0
DH8oOZEMz6w,brilian.anugra,@diwantaraanugrah,0
DH8oOZEMz6w,empath_super_star,Everybody boycott this shit i have a modded switch lite ima just pirate everything,0
DH8oOZEMz6w,lucas_viajanteofic,Now I'm going to buy my Nintendo V2 in Japan for a nice price :face_with_tears_of_joy::raising_hands:,1
DH8oOZEMz6w,tjc30211,For the small price of $600,0
DH8oOZEMz6w,jimwith2ms,I ain't paying 997.49$ cad for this,1
DH8oOZEMz6w,lute_l_gti,"All you shills supporting this greedy money grubbing company, I grew up with Nintendo and after this direct I’m officially done supporting their shitty business tactics.",0
DH8oOZEMz6w,mjosephine333,Can we get a Sailor Moon game at some point??,0
DH8oOZEMz6w,gabriellx23,4K? :melting_face:,0
DH8oOZEMz6w,just_marty_o,Capitalism has entered the chat :face_with_tears_of_joy:,0
DH8oOZEMz6w,jyllimint,@nintendoamerica I've always bought all your console releases since the NES but there's no way I can support the massive price hike for the console and the games. I live in a state where the minimum wage is $7.25 and I barely make $8. Despite this I still saved enough to buy your games. Please reconsider the prices for those who cannot afford much in this economy.,0
DH8oOZEMz6w,polar3ds,,0
DH8oOZEMz6w,ken_mrgentleman,I have To Get The Switch 2 Down The Line But $80-$90 For Games Are Crazy Honestly,0
DH8oOZEMz6w,vizzle94606,Damn all that. Is it backwards compatible? I put too much money into the switch I got already.,0
DH8oOZEMz6w,meeks,"if the games and system performed like current gen, might be worth it. this ain’t it though.",0
DH8oOZEMz6w,sr8ger,Who remembers $ 20 wii games??,26
DH8oOZEMz6w,drewdtorres,Boo 80-90 games!!!!! Passing on this till you wake up.,0
DH8oOZEMz6w,fakota.dinney,LET IT FLOP,0
DH8oOZEMz6w,game.seum,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DH8oOZEMz6w,lt_aquaz,:fire::fire::fire:,0
DH8oOZEMz6w,lt_aquaz,Fire dude,0
DH8oOZEMz6w,aricsteenburg22,People blaming the tariffs really are dumb this is just Nintendo being Nintendo :loudly_crying_face: console price is ok I mean 450 is a little steep but 80-90 dollars for a game is crazy,0
DH8oOZEMz6w,minaxkate,I only ever use my switch when I’m on flights lol.,0
DH8oOZEMz6w,wam_storm,I’m not buying if the price doesn’t lower,0
DH8oOZEMz6w,andresrma25,Silksong ???,0
